"cces_year","topic","q_code_common","q_code","q_label"
2017,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2017,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2018,NA,"case_id","caseid","Respondent ID"
2018,"guns","guns_bgchecks","CC18_320a","Background checks for guns for all sales"
2018,"guns","guns_assaultban","CC18_320c","Ban assault rifles"
2018,"guns","guns_permits","CC18_320d","Ease ability to obtain concealed-carry permits"
2018,"abortion","abortion_always","CC18_321a","Always allow abortion"
2018,"abortion","abortion_conditional","CC18_321b","Allow abortion only under certain cases"
2018,"abortion","abortion_20weeks","CC18_321c","Ban abortion after 20 weeks"
2018,"abortion","abortion_coverage","CC18_321d","Employer coverage of abortion"
2018,"abortion","abortion_expenditures","CC18_321e","Prohibit expenditures for abortion"
2018,"abortion","abortion_prohibition","CC18_321f","Total prohibition of abortion"
2018,"immigration","immig_wall","CC18_322a","Increase spending on border security, including building a wall"
2018,"immigration","immig_report","CC18_322c","Withhold funding from police failing to report illegal immigrants"
2018,"immigration","immig_reduce","CC18_322c_new","Reduce legal immigration by 50 percent"
2018,"health care","healthcare_medicare","CC18_327a","Provide Medicare for all Americans"
2018,"health care","healthcare_aca","CC18_327c","Repeal the Affordable Care Act"
2018,"trade","trade_china","CC18_331a","Tariffs on goods imported from China"
2018,"trade","trade_canmex_except","CC18_331b","Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2018,"trade","trade_canmex_include","CC18_331c","Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2018,"environment","enviro_carbon","CC18_415a","Allow EPA to regulate carbon dioxide emissions"
2018,"environment","enviro_mpg_lower","CC18_415b","Lower average fuel efficiency"
2018,"environment","enviro_renewable","CC18_415c","Require states use a minimum amount of renewable fuels"
2018,"environment","enviro_airwateracts","CC18_415d","Strengthen EPA enforcement of Clean Air and Water acts"
2018,"spending","spending_welfare","CC18_426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2018,"spending","spending_healthcare","CC18_426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2018,"spending","spending_education","CC18_426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2018,"spending","spending_police","CC18_426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2018,"spending","spending_infrastructure","CC18_426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2018,"immigration","immig_legalize",NA,"Grant conditional legal status to undocumented"
2018,"immigration","immig_border",NA,"Increase border security between US-Mexico"
2018,"immigration","immig_police",NA,"Allow police questioning of suspected undocumented"
2018,"immigration","immig_employer",NA,"Sanction employers hiring undocumented"
2018,"immigration","immig_services",NA,"Prohibit services to immigrants"
2018,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2018,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2018,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2018,"environment","enviro_mpg_raise",NA,"Raise average fuel efficiency"
2018,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2018,"guns","guns_names",NA,"Prohibit state and local publishing gun owner names"
2018,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2018,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2018,"other","gaymarriage_legalize",NA,"Support for legalizing gay marriage"
2018,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2018,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2018,"military","military_oil",NA,"Approve of military ensuring oil supply"
2018,"military","military_terroristcamp",NA,"Approve of military to destroy terrorist camp"
2018,"military","military_genocide",NA,"Approve of military to intervene in genocide or civil war"
2018,"military","military_democracy",NA,"Approve of military to assist in spread democracy"
2018,"military","military_protectallies",NA,"Approve of military to protect US allies under attack"
2018,"military","military_helpun",NA,"Approve of military to help the United Nations uphold international law"
2018,"spending","spending_vs_tax",NA,"Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2018,"other","incometax_vs_salestax",NA,"Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2018,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2018,"spending","spending_cuts_most",NA,"Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2018,"spending","spending_cuts_least",NA,"Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2018,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2018,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2019,NA,"case_id","caseid","Respondent ID"
2019,"guns","guns_bgchecks","CC19_320a","Background checks for guns for all sales"
2019,"guns","guns_assaultban","CC19_320c","Ban assault rifles"
2019,"guns","guns_permits","CC19_320d","Ease ability to obtain concealed-carry permits"
2019,"abortion","abortion_always","CC19_321a","Always allow abortion"
2019,"abortion","abortion_conditional","CC19_321b","Allow abortion only under certain cases"
2019,"abortion","abortion_20weeks","CC19_321c","Ban abortion after 20 weeks"
2019,"abortion","abortion_expenditures","CC19_321d","Prohibit expenditures for abortion"
2019,"abortion","abortion_prohibition","CC19_321e","Total prohibition of abortion"
2019,"immigration","immig_report","CC19_322b","Withhold funding from police failing to report illegal immigrants"
2019,"immigration","immig_reduce","CC19_322c","Reduce legal immigration by 50 percent"
2019,"immigration","immig_legalize","CC19_322d","Grant conditional legal status to undocumented"
2019,"immigration","immig_border","CC19_322e","Increase border security between US-Mexico"
2019,"health care","healthcare_medicare","CC19_327a","Provide Medicare for all Americans"
2019,"health care","healthcare_medicareage","CC19_327c","Lower the eligibility age for Medicare from 65 to 50"
2019,"health care","healthcare_aca","CC19_327d","Repeal the Affordable Care Act"
2019,"health care","healthcare_acamandate","CC19_327e","Restore ACA mandate requiring everyone to be insured"
2019,"trade","trade_china","CC19_331a","Tariffs on goods imported from China"
2019,"trade","trade_canmex_except","CC19_331b","Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2019,"trade","trade_canmex_include","CC19_331c","Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2019,"environment","enviro_carbon","CC19_340a","Allow EPA to regulate carbon dioxide emissions"
2019,"environment","enviro_renewable","CC19_340b","Require states use a minimum amount of renewable fuels"
2019,"environment","enviro_airwateracts","CC19_340c","Strengthen EPA enforcement of Clean Air and Water acts"
2019,"immigration","immig_police",NA,"Allow police questioning of suspected undocumented"
2019,"immigration","immig_employer",NA,"Sanction employers hiring undocumented"
2019,"immigration","immig_services",NA,"Prohibit services to immigrants"
2019,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2019,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2019,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2019,"abortion","abortion_coverage",NA,"Employer coverage of abortion"
2019,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2019,"environment","enviro_mpg_raise",NA,"Raise average fuel efficiency"
2019,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2019,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2019,"guns","guns_names",NA,"Prohibit state and local publishing gun owner names"
2019,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2019,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2019,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2019,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2019,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2019,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2019,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2019,"other","gaymarriage_legalize",NA,"Support for legalizing gay marriage"
2019,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2019,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2019,"military","military_oil",NA,"Approve of military ensuring oil supply"
2019,"military","military_terroristcamp",NA,"Approve of military to destroy terrorist camp"
2019,"military","military_genocide",NA,"Approve of military to intervene in genocide or civil war"
2019,"military","military_democracy",NA,"Approve of military to assist in spread democracy"
2019,"military","military_protectallies",NA,"Approve of military to protect US allies under attack"
2019,"military","military_helpun",NA,"Approve of military to help the United Nations uphold international law"
2019,"spending","spending_vs_tax",NA,"Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2019,"other","incometax_vs_salestax",NA,"Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2019,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2019,"spending","spending_cuts_most",NA,"Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2019,"spending","spending_cuts_least",NA,"Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2020,NA,"case_id","caseid","Respondent ID"
2020,"health care","healthcare_medicare","CC20_327a","Provide Medicare for all Americans"
2020,"health care","healthcare_medicareage","CC20_327c","Lower the eligibility age for Medicare from 65 to 50"
2020,"health care","healthcare_aca","CC20_327d","Repeal the Affordable Care Act"
2020,"health care","healthcare_acamandate","CC20_327e","Restore ACA mandate requiring everyone to be insured"
2020,"guns","guns_names","CC20_330a","Prohibit state and local publishing gun owner names"
2020,"guns","guns_assaultban","CC20_330b","Ban assault rifles"
2020,"guns","guns_permits","CC20_330c","Ease ability to obtain concealed-carry permits"
2020,"immigration","immig_legalize","CC20_331a","Grant conditional legal status to undocumented"
2020,"immigration","immig_border","CC20_331b","Increase border security between US-Mexico"
2020,"immigration","immig_report","CC20_331c","Withhold funding from police failing to report illegal immigrants"
2020,"immigration","immig_reduce","CC20_331d","Reduce legal immigration by 50 percent"
2020,"immigration","immig_wall","CC20_331e","Increase spending on border security, including building a wall"
2020,"abortion","abortion_always","CC20_332a","Always allow abortion"
2020,"abortion","abortion_conditional","CC20_332b","Allow abortion only under certain cases"
2020,"abortion","abortion_20weeks","CC20_332c","Ban abortion after 20 weeks"
2020,"abortion","abortion_coverage","CC20_332d","Employer coverage of abortion"
2020,"abortion","abortion_expenditures","CC20_332e","Prohibit expenditures for abortion"
2020,"abortion","abortion_prohibition","CC20_332f","Total prohibition of abortion"
2020,"environment","enviro_carbon","CC20_333a","Allow EPA to regulate carbon dioxide emissions"
2020,"environment","enviro_renewable","CC20_333b","Require states use a minimum amount of renewable fuels"
2020,"environment","enviro_airwateracts","CC20_333c","Strengthen EPA enforcement of Clean Air and Water acts"
2020,"environment","enviro_mpg_raise","CC20_333d","Raise average fuel efficiency"
2020,"trade","trade_china","CC20_338a","Tariffs on goods imported from China"
2020,"trade","trade_canmex_except","CC20_338b","Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2020,"trade","trade_canmex_include","CC20_338c","Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2020,"military","military_oil","CC20_420_1","Approve of military ensuring oil supply"
2020,"military","military_terroristcamp","CC20_420_2","Approve of military to destroy terrorist camp"
2020,"military","military_genocide","CC20_420_3","Approve of military to intervene in genocide or civil war"
2020,"military","military_democracy","CC20_420_4","Approve of military to assist in spread democracy"
2020,"military","military_protectallies","CC20_420_5","Approve of military to protect US allies under attack"
2020,"military","military_helpun","CC20_420_6","Approve of military to help the United Nations uphold international law"
2020,"spending","spending_vs_tax","CC20_421r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2020,"other","incometax_vs_salestax","CC20_422r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2020,"spending","spending_welfare","CC20_443_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2020,"spending","spending_healthcare","CC20_443_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2020,"spending","spending_education","CC20_443_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2020,"spending","spending_police","CC20_443_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2020,"spending","spending_infrastructure","CC20_443_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2020,"immigration","immig_police",NA,"Allow police questioning of suspected undocumented"
2020,"immigration","immig_employer",NA,"Sanction employers hiring undocumented"
2020,"immigration","immig_services",NA,"Prohibit services to immigrants"
2020,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2020,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2020,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2020,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2020,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2020,"guns","guns_bgchecks",NA,"Background checks for guns for all sales"
2020,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2020,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2020,"other","gaymarriage_legalize",NA,"Support for legalizing gay marriage"
2020,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2020,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2020,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2020,"spending","spending_cuts_most",NA,"Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2020,"spending","spending_cuts_least",NA,"Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2021,NA,"case_id","caseid","Respondent ID"
2021,"health care","healthcare_medicare","CC21_320a","Provide Medicare for all Americans"
2021,"health care","healthcare_aca","CC21_320b","Repeal the Affordable Care Act"
2021,"health care","healthcare_acamandate","CC21_320c","Restore ACA mandate requiring everyone to be insured"
2021,"guns","guns_assaultban","CC21_321a","Ban assault rifles"
2021,"guns","guns_permits","CC21_321b","Ease ability to obtain concealed-carry permits"
2021,"guns","guns_bgchecks","CC21_321f","Background checks for guns for all sales"
2021,"immigration","immig_legalize","CC21_322a","Grant conditional legal status to undocumented"
2021,"immigration","immig_border","CC21_322b","Increase border security between US-Mexico"
2021,"immigration","immig_report","CC21_322c","Withhold funding from police failing to report illegal immigrants"
2021,"immigration","immig_wall","CC21_322d","Increase spending on border security, including building a wall"
2021,"abortion","abortion_always","CC21_323a","Always allow abortion"
2021,"abortion","abortion_conditional","CC21_323b","Allow abortion only under certain cases"
2021,"abortion","abortion_20weeks","CC21_323d","Ban abortion after 20 weeks"
2021,"abortion","abortion_prohibition","CC21_323e","Total prohibition of abortion"
2021,"environment","enviro_carbon","CC21_324a","Allow EPA to regulate carbon dioxide emissions"
2021,"environment","enviro_renewable","CC21_324b","Require states use a minimum amount of renewable fuels"
2021,"environment","enviro_airwateracts","CC21_324c","Strengthen EPA enforcement of Clean Air and Water acts"
2021,"environment","enviro_mpg_raise","CC21_324d","Raise average fuel efficiency"
2021,"trade","trade_china","CC21_325a","Tariffs on goods imported from China"
2021,"trade","trade_canmex_include","CC21_325b","Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2021,"immigration","immig_police",NA,"Allow police questioning of suspected undocumented"
2021,"immigration","immig_employer",NA,"Sanction employers hiring undocumented"
2021,"immigration","immig_services",NA,"Prohibit services to immigrants"
2021,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2021,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2021,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2021,"abortion","abortion_coverage",NA,"Employer coverage of abortion"
2021,"abortion","abortion_expenditures",NA,"Prohibit expenditures for abortion"
2021,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2021,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2021,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2021,"guns","guns_names",NA,"Prohibit state and local publishing gun owner names"
2021,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2021,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2021,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2021,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2021,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2021,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2021,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2021,"other","gaymarriage_legalize",NA,"Support for legalizing gay marriage"
2021,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2021,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2021,"military","military_oil",NA,"Approve of military ensuring oil supply"
2021,"military","military_terroristcamp",NA,"Approve of military to destroy terrorist camp"
2021,"military","military_genocide",NA,"Approve of military to intervene in genocide or civil war"
2021,"military","military_democracy",NA,"Approve of military to assist in spread democracy"
2021,"military","military_protectallies",NA,"Approve of military to protect US allies under attack"
2021,"military","military_helpun",NA,"Approve of military to help the United Nations uphold international law"
2021,"spending","spending_vs_tax",NA,"Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2021,"other","incometax_vs_salestax",NA,"Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2021,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2021,"spending","spending_cuts_most",NA,"Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2021,"spending","spending_cuts_least",NA,"Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2021,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2021,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
